,carat,cut,color,clarity,depth,table,x,y,z,price
26921,1.5,Ideal,G,VVS2,62.2,55.0,7.33,7.35,4.57,16948
36501,0.33,Very Good,E,VVS1,61.8,54.0,4.47,4.49,2.77,945
36740,0.32,Ideal,G,IF,60.9,56.0,4.41,4.43,2.69,954
41538,0.42,Ideal,D,VS1,61.5,54.0,4.84,4.79,2.96,1235
47336,0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530
23117,1.67,Very Good,H,SI1,59.4,61.0,7.73,7.78,4.61,11146
53542,0.78,Fair,H,VS2,54.7,67.0,6.25,6.15,3.4,2691
43988,0.31,Premium,F,I1,62.9,59.0,4.33,4.29,2.71,394
31586,0.35,Premium,E,VS2,59.2,58.0,4.59,4.63,2.73,767
9136,1.1,Ideal,H,SI2,62.0,55.0,6.6,6.62,4.1,4537
33626,0.33,Very Good,E,SI2,60.0,59.0,4.47,4.49,2.69,463
35966,0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73,476
4014,1.02,Premium,E,I1,60.4,62.0,6.52,6.47,3.92,3519
41211,0.53,Premium,G,SI1,62.1,62.0,5.15,5.13,3.19,1206
16483,1.01,Premium,F,VS2,61.6,59.0,6.39,6.43,3.95,6587
26468,2.28,Very Good,I,SI2,62.9,57.0,8.34,8.41,5.27,16041
5099,0.81,Ideal,F,VS2,61.7,57.0,5.97,6.02,3.7,3756
30967,0.38,Ideal,I,SI1,62.3,56.0,4.63,4.58,2.87,746
35067,0.32,Very Good,F,VVS1,61.6,56.0,4.37,4.41,2.7,886
14758,1.01,Premium,D,SI1,62.8,60.0,6.42,6.36,4.01,5939
25265,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,13904
44644,0.28,Very Good,H,VVS2,62.7,54.0,4.16,4.19,2.61,522
52555,0.7,Very Good,G,VS1,63.2,56.0,5.61,5.56,3.53,2535
30512,0.31,Very Good,D,SI1,63.5,56.0,4.31,4.29,2.73,732
11290,1.29,Very Good,F,SI2,63.4,57.0,6.92,6.77,4.35,4977
41423,0.58,Ideal,J,SI1,62.1,55.0,5.31,5.39,3.32,1227
4483,0.9,Premium,E,SI1,60.7,61.0,6.19,6.17,3.75,3625
14068,0.3,Very Good,F,VS2,62.8,56.0,4.29,4.31,2.7,605
897,1.0,Fair,J,VS1,65.5,55.0,6.3,6.25,4.11,2875
38901,0.33,Ideal,E,VVS1,61.8,57.0,4.43,4.4,2.73,1052
3022,0.9,Ideal,I,SI1,60.8,57.0,6.22,6.25,3.79,3308
42936,0.32,Ideal,H,VS2,62.2,57.0,4.36,4.38,2.72,505
13556,1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19,5551
49049,0.51,Premium,F,VVS2,62.3,58.0,5.1,5.08,3.17,2056
32851,0.4,Ideal,G,VS2,61.2,57.0,4.73,4.78,2.91,807
24014,1.52,Ideal,F,SI1,62.2,56.0,7.41,7.31,4.58,12183
48038,0.68,Good,F,SI1,61.2,61.0,5.59,5.63,3.43,1924
41672,0.54,Ideal,J,VS1,61.0,56.1,5.25,5.28,3.21,1240
14001,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,5699
11830,1.21,Good,J,VS2,61.0,64.0,6.89,6.79,4.17,5096
27594,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,18440
38914,0.33,Ideal,G,IF,61.6,53.0,4.47,4.43,2.74,1052
40274,0.31,Ideal,G,SI1,61.6,57.0,4.32,4.35,2.67,493
16897,1.21,Very Good,H,VS2,62.1,60.0,6.77,6.83,4.22,6745
47379,0.54,Ideal,G,VS1,62.3,55.0,5.24,5.2,3.25,1847
1831,0.74,Very Good,H,VVS1,62.4,57.0,5.76,5.81,3.61,3061
50278,0.7,Very Good,E,SI1,60.3,58.0,5.73,5.85,3.49,2239
18232,1.13,Premium,G,VS1,58.6,59.0,6.91,6.84,4.03,7404
27998,0.3,Premium,E,VS2,62.4,59.0,4.26,4.3,2.67,658
9138,1.13,Very Good,H,SI2,59.8,59.0,6.75,6.82,4.06,4537
18615,1.07,Premium,G,VVS2,61.6,57.0,6.59,6.55,4.05,7593
44708,0.57,Ideal,E,SI1,62.2,55.0,5.37,5.31,3.32,1613
11720,0.34,Ideal,G,VS2,62.2,57.0,4.44,4.47,2.77,596
34930,0.32,Very Good,J,SI1,61.6,58.0,4.36,4.4,2.7,374
18680,1.55,Premium,J,SI1,62.5,58.0,7.4,7.36,4.61,7638
29829,0.43,Ideal,J,VVS2,61.8,55.0,4.89,4.91,3.03,710
31179,0.32,Good,E,VS1,59.5,64.0,4.42,4.45,2.64,756
44600,0.53,Premium,G,VS2,61.2,57.0,5.26,5.19,3.2,1607
25061,2.22,Very Good,J,SI2,62.8,57.0,8.29,8.33,5.22,13579
37194,0.46,Ideal,I,VS1,62.3,56.0,4.96,4.93,3.08,974
36404,0.31,Ideal,D,VS2,61.2,55.0,4.46,4.36,2.7,942
44208,0.58,Ideal,F,SI1,60.9,55.0,5.39,5.41,3.29,1569
7660,1.01,Premium,G,SI2,60.1,60.0,6.48,6.44,3.88,4270
35049,0.36,Ideal,G,VVS1,62.1,56.0,4.58,4.6,2.85,884
9907,1.0,Fair,F,SI1,56.9,63.0,6.45,6.52,3.69,4688
43397,0.5,Very Good,H,VS2,61.2,55.0,5.12,5.16,3.15,1411
20898,1.51,Good,I,VS2,63.7,58.0,7.23,7.21,4.6,9116
7756,1.05,Very Good,E,SI2,63.2,59.0,6.43,6.36,4.04,4281
1649,1.02,Very Good,F,SI2,63.3,56.0,6.38,6.31,4.02,3018
14977,1.02,Premium,E,VS2,60.3,60.0,6.58,6.48,3.94,6032
29444,0.5,Fair,G,I1,64.6,60.0,5.04,4.96,3.23,701
20864,1.06,Premium,F,VVS2,61.8,58.0,6.54,6.5,4.03,9082
18575,1.51,Premium,G,SI1,62.3,59.0,7.29,7.21,4.52,7577
16520,1.0,Very Good,E,VS2,62.1,59.0,6.34,6.38,3.95,6600
14416,1.05,Premium,D,SI1,58.6,60.0,6.73,6.66,3.92,5821
25290,1.51,Premium,F,VS2,62.0,59.0,7.37,7.18,4.51,13945
3057,0.34,Very Good,F,SI1,63.0,54.0,4.48,4.5,2.83,566
25365,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,642
20789,1.5,Good,F,SI2,61.2,63.0,7.33,7.41,4.51,9028
5012,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3745
20953,1.04,Ideal,F,VVS2,61.2,57.0,6.53,6.5,3.99,9169
8981,1.04,Premium,F,SI2,62.6,58.0,6.49,6.44,4.05,4507
40403,0.54,Ideal,G,SI2,61.8,54.0,5.23,5.25,3.24,1133
35188,0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73,891
5223,1.07,Very Good,J,SI2,61.6,54.0,6.57,6.59,4.05,3783
14437,1.0,Good,F,VS1,64.8,59.0,6.17,6.23,4.02,5829
7631,1.0,Fair,E,SI2,65.9,62.0,6.09,6.02,3.99,4265
2858,0.72,Ideal,H,VS1,60.7,55.0,5.83,5.85,3.54,3274
48033,0.5,Ideal,D,VS1,61.6,57.0,5.09,5.13,3.15,1923
799,0.7,Premium,E,VS2,59.5,59.0,5.82,5.77,3.45,2862
30732,0.25,Ideal,F,IF,62.3,54.0,4.06,4.09,2.54,739
31545,0.3,Ideal,E,VVS2,62.1,57.0,4.27,4.3,2.66,766
11406,1.01,Very Good,I,SI2,62.2,59.0,6.36,6.41,3.97,5000
47608,0.53,Very Good,F,VVS2,59.6,56.0,5.27,5.31,3.16,1880
38923,0.51,Premium,F,SI2,58.1,59.0,5.26,5.24,3.05,1052
53937,0.7,Very Good,D,SI1,62.8,60.0,5.66,5.68,3.56,2757
11579,0.9,Very Good,D,SI1,60.6,59.0,6.23,6.28,3.79,5040
11599,1.02,Ideal,G,SI1,62.2,56.0,6.46,6.44,4.01,5044
39712,0.44,Ideal,H,VS1,61.3,57.0,4.98,4.91,3.03,1089
3544,0.74,Very Good,G,VVS2,61.3,56.0,5.85,5.9,3.6,3413
50284,0.35,Ideal,H,SI1,61.9,55.0,4.54,4.57,2.82,541
26399,2.39,Premium,H,SI1,61.8,58.0,8.57,8.52,5.28,15917
18220,0.9,Ideal,D,VS1,61.9,59.0,6.14,6.17,3.81,7393
42099,0.44,Ideal,E,VVS2,60.9,57.0,4.9,4.95,3.0,1274
20807,1.14,Ideal,G,VVS1,61.0,56.0,6.75,6.8,4.13,9037
33012,0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
8335,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,4395
45304,0.3,Ideal,D,SI1,62.1,57.0,4.25,4.28,2.65,524
37886,0.5,Premium,G,SI2,61.9,58.0,5.12,5.09,3.16,1006
51453,0.75,Fair,D,SI1,65.1,57.0,5.64,5.6,3.66,2376
33088,0.37,Ideal,G,VVS2,61.6,55.0,4.62,4.66,2.86,815
36071,0.4,Premium,D,SI1,63.0,57.0,4.7,4.66,2.95,924
25479,2.27,Good,H,SI2,63.6,58.0,8.37,8.29,5.3,14249
18907,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,7759
48526,0.51,Ideal,E,VS2,61.6,55.0,5.15,5.2,3.19,1985
27975,0.3,Very Good,E,VS2,62.4,56.0,4.25,4.28,2.66,658
45761,0.56,Very Good,F,VS2,60.8,57.0,5.29,5.33,3.23,1706
27323,2.01,Premium,H,SI1,61.3,59.0,8.16,8.08,4.98,17849
12062,1.01,Ideal,F,SI2,61.7,56.0,6.43,6.47,3.98,5154
49401,0.6,Premium,G,VVS2,59.7,60.0,5.55,5.5,3.3,2105
22217,1.55,Ideal,D,SI2,61.1,56.0,7.45,7.48,4.56,10275
53900,0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
7277,1.0,Ideal,I,SI1,59.8,57.0,6.5,6.44,3.87,4200
33867,0.3,Ideal,E,VS2,61.8,56.0,4.33,4.31,2.67,844
33249,0.45,Ideal,I,VS1,61.6,54.0,4.95,4.99,3.06,825
26136,1.61,Premium,F,VS2,62.3,59.0,7.53,7.47,4.67,15426
35420,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,900
43128,0.57,Very Good,D,SI2,62.1,58.0,5.26,5.31,3.28,1387
36843,0.37,Ideal,F,VS2,60.6,56.0,4.64,4.63,2.81,957
19354,0.3,Good,E,VVS2,63.0,58.0,4.27,4.34,2.71,622
15973,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6,6394
21496,1.2,Ideal,D,VS2,61.4,55.0,6.87,6.78,4.19,9596
41145,0.5,Good,G,SI1,62.5,64.0,4.93,4.99,3.1,1197
38143,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,1013
1216,0.8,Ideal,E,SI2,60.8,56.0,6.02,6.01,3.66,2939
23285,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11310
15654,1.22,Very Good,G,SI1,63.4,57.0,6.74,6.77,4.28,6278
45456,0.5,Ideal,E,VS1,61.9,55.0,5.08,5.13,3.16,1675
3339,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47,3377
13354,0.24,Very Good,E,VS2,62.1,58.0,4.0,4.02,2.49,419
14959,1.66,Good,F,I1,62.1,57.7,7.56,7.6,4.71,6025
41527,0.42,Premium,G,VVS1,60.2,59.0,4.84,4.82,2.91,1235
6666,0.92,Premium,D,SI2,62.4,58.0,6.19,6.18,3.86,4096
41308,0.57,Premium,I,VS1,61.6,58.0,5.33,5.28,3.27,1212
9632,0.92,Premium,E,SI1,61.7,57.0,6.32,6.2,3.86,4637
7796,1.04,Ideal,H,SI2,61.1,56.0,6.6,6.66,4.05,4290
40226,0.4,Premium,G,VVS1,61.5,58.0,4.69,4.74,2.9,1123
13703,1.29,Very Good,H,SI2,63.8,57.0,6.8,6.87,4.36,5601
34011,0.43,Ideal,I,VVS1,61.6,54.0,4.88,4.92,3.02,848
35214,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
15902,1.07,Very Good,G,VS2,60.9,58.0,6.56,6.6,4.01,6355
42094,0.51,Ideal,I,VVS2,61.6,54.0,5.15,5.18,3.18,1274
42289,0.32,Premium,H,VS2,61.9,58.0,4.37,4.39,2.71,505
3186,0.71,Ideal,E,VS2,61.1,56.0,5.77,5.79,3.53,3342
820,0.81,Ideal,E,SI2,60.3,57.0,6.07,6.04,3.65,2864
26584,2.24,Ideal,H,SI2,61.4,56.0,8.38,8.43,5.16,16300
27934,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,430
43266,0.3,Ideal,I,SI1,61.3,56.0,4.33,4.32,2.65,506
7212,1.01,Very Good,H,SI1,63.4,58.0,6.41,6.37,4.05,4191
40156,0.35,Premium,G,IF,60.6,60.0,4.57,4.54,2.76,1116
25410,2.04,Ideal,J,SI1,61.7,57.0,8.11,8.17,5.02,14130
29052,0.42,Very Good,G,SI1,63.0,55.0,4.77,4.81,3.02,687
25433,2.04,Premium,H,SI2,62.8,58.0,8.11,8.06,5.08,14184
45146,0.5,Premium,F,VS2,61.3,60.0,5.13,5.08,3.13,1654
47958,0.57,Premium,D,VS2,60.8,59.0,5.34,5.38,3.26,1918
31500,0.34,Ideal,G,VS2,62.2,53.0,4.51,4.46,2.79,765
21337,1.01,Ideal,E,VVS2,60.0,55.0,6.6,6.56,3.95,9479
15202,1.01,Premium,G,VS2,60.6,61.0,6.4,6.33,3.86,6108
40873,0.5,Fair,H,VS2,65.1,59.0,5.02,5.06,3.28,1175
29870,0.3,Very Good,D,VS2,62.5,58.0,4.26,4.29,2.67,710
12116,0.9,Very Good,F,VS1,61.5,55.0,6.25,6.28,3.85,5167
52343,0.7,Good,E,SI1,57.5,62.0,5.81,5.85,3.35,2498
21596,1.13,Premium,G,IF,61.2,59.0,6.78,6.71,4.13,9698
2236,0.92,Very Good,J,VS2,60.9,62.0,6.26,6.31,3.83,3146
38653,0.42,Ideal,D,SI1,61.9,56.0,4.84,4.82,2.99,1040
19166,1.63,Ideal,H,SI2,62.4,57.0,7.59,7.52,4.71,7923
39312,0.33,Premium,E,VS1,61.0,55.0,4.51,4.47,2.74,1069
23288,2.08,Good,I,SI2,57.0,63.0,8.49,8.45,4.83,11313
35677,0.42,Very Good,D,VS2,60.7,60.0,4.79,4.83,2.92,910
1636,0.9,Ideal,H,SI2,62.8,55.0,6.18,6.11,3.86,3016
3302,0.8,Premium,F,VS2,62.0,61.0,5.99,5.91,3.69,3369
43085,0.61,Ideal,I,VS2,62.0,54.0,5.44,5.49,3.39,1380
34974,0.23,Good,E,VVS2,64.5,55.0,3.85,3.9,2.5,472
42765,0.54,Ideal,I,VVS2,61.7,54.0,5.25,5.29,3.25,1346
31155,0.41,Premium,E,SI1,61.3,58.0,4.76,4.8,2.93,755
11271,1.14,Premium,D,SI2,60.3,58.0,6.79,6.71,4.07,4972
4888,0.9,Ideal,G,SI2,62.3,56.0,6.14,6.21,3.85,3718
41479,0.56,Very Good,J,VS2,60.6,57.0,5.35,5.38,3.25,1232
14258,1.25,Very Good,H,SI2,62.8,55.0,6.82,6.87,4.3,5775
52789,0.72,Ideal,F,VS2,61.9,54.0,5.77,5.74,3.56,2568
43403,0.46,Ideal,G,VVS1,61.5,55.0,4.97,5.01,3.07,1412
1900,0.83,Premium,D,SI2,62.7,56.0,6.01,5.98,3.76,3078
4632,0.78,Very Good,D,VS2,62.2,56.0,5.85,5.91,3.66,3668
42662,0.39,Ideal,E,IF,61.3,56.0,4.71,4.75,2.9,1333
5805,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
26495,2.06,Premium,H,SI2,60.0,60.0,6.29,6.25,4.96,16098
48982,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,538
2235,0.71,Ideal,H,IF,61.2,56.0,5.74,5.79,3.53,3146
25489,2.2,Ideal,I,SI2,62.2,56.0,8.34,8.29,5.18,14277
34638,0.31,Ideal,E,VS2,61.8,55.0,4.39,4.35,2.7,872
53553,0.78,Very Good,I,VS1,60.9,55.0,5.94,5.98,3.63,2694
33408,0.28,Premium,E,VVS1,62.9,52.0,4.21,4.18,2.64,828
4334,1.05,Premium,G,SI2,60.7,61.0,6.56,6.52,3.97,3599
38509,0.5,Premium,G,SI2,62.0,59.0,5.1,5.03,3.14,1031
17552,1.19,Good,E,VS2,57.4,60.0,7.0,6.9,3.99,7064
5065,0.3,Premium,G,SI1,61.6,59.0,4.28,4.26,2.63,574
19672,1.25,Premium,G,VVS1,58.2,61.0,7.1,7.05,4.12,8281
45465,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1676
22287,1.58,Ideal,I,VS2,61.1,55.0,7.48,7.53,4.59,10338
29317,0.31,Premium,H,VS1,61.1,59.0,4.36,4.35,2.66,698
7879,0.92,Ideal,E,SI2,62.6,57.0,6.22,6.18,3.88,4309
46785,0.52,Very Good,E,VS1,62.3,59.0,5.14,5.17,3.21,1806
6,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47,336
39413,0.41,Ideal,F,VS1,62.0,56.0,4.81,4.77,2.97,1076
51221,0.71,Good,F,SI1,63.9,57.0,5.61,5.57,3.57,2352
47298,0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,394
18305,1.05,Ideal,G,VS1,62.8,58.0,6.44,6.48,4.06,7440
34753,0.41,Premium,H,SI1,60.0,61.0,4.83,4.77,2.88,876
34977,0.25,Ideal,H,VS2,61.0,55.0,4.11,4.09,2.5,472
9887,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
47574,0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16,1875
53628,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,552
44110,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1558
52674,0.72,Premium,G,VS2,61.4,57.0,5.83,5.77,3.56,2550
41850,0.53,Ideal,G,SI1,61.8,58.0,5.16,5.19,3.2,1255
30490,0.31,Ideal,D,SI1,62.2,55.0,4.37,4.34,2.71,732
17022,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6795
14084,1.01,Premium,G,VS2,62.6,56.0,6.41,6.34,3.99,5713
52283,0.59,Very Good,E,VVS2,61.7,59.0,5.37,5.36,3.31,2494
10789,1.0,Fair,H,VS2,64.8,62.0,6.22,6.13,4.0,4861
1190,0.7,Very Good,F,VVS2,63.2,58.0,5.66,5.6,3.56,2932
3583,0.59,Ideal,E,VVS1,60.7,57.0,5.41,5.45,3.29,3422
40845,0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03,1173
441,0.89,Premium,H,SI2,60.2,59.0,6.26,6.23,3.76,2815
50332,0.7,Very Good,D,SI1,64.0,53.0,5.57,5.61,3.58,2242
35652,0.31,Ideal,G,VVS2,62.7,57.0,4.33,4.31,2.71,907
9439,0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,4592
15824,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,6332
35613,0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473
23751,1.77,Very Good,G,SI1,63.1,57.0,7.68,7.63,4.83,11796
18773,1.03,Premium,E,VS1,59.6,59.0,6.57,6.59,3.92,7677
18115,1.01,Good,G,VVS2,62.4,59.0,6.32,6.37,3.96,7332
12921,1.0,Good,E,VS2,64.0,58.0,6.24,6.2,3.99,5376
42014,0.54,Ideal,I,VS2,60.1,58.0,5.28,5.34,3.19,1266
828,0.71,Very Good,H,VVS1,62.9,57.0,5.67,5.69,3.57,2867
62,0.3,Ideal,D,SI1,62.5,57.0,4.29,4.32,2.69,552
25412,2.14,Ideal,I,SI2,60.7,57.0,8.34,8.4,5.08,14138
24808,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,13196
53754,0.72,Ideal,F,VS2,62.6,57.0,5.72,5.68,3.57,2724
48021,0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,1922
26912,2.01,Ideal,G,SI2,61.0,54.0,8.01,8.13,4.92,16922
15916,1.02,Very Good,E,VS2,60.6,61.0,6.44,6.47,3.91,6366
40492,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1142
50955,0.59,Ideal,G,VVS1,61.5,57.0,5.36,5.4,3.31,2322
7040,1.02,Ideal,F,SI2,62.1,56.0,6.41,6.44,3.99,4162
5176,0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72,3774
21781,2.05,Premium,I,SI2,62.1,59.0,8.13,8.07,5.03,9850
23365,0.31,Ideal,J,VS1,62.1,55.0,4.35,4.38,2.71,424
17409,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,6974
41933,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1263
29766,0.3,Ideal,I,VVS1,61.9,57.0,4.35,4.31,2.68,709
24809,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74,13196
35886,0.32,Ideal,G,IF,61.2,56.0,4.4,4.43,2.7,918
44283,0.51,Ideal,G,VS1,62.5,57.0,5.08,5.1,3.18,1577
16948,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.41,3.98,6770
53538,0.7,Ideal,H,VS1,61.8,56.0,5.69,5.72,3.53,2691
2308,1.0,Fair,H,SI2,63.7,54.0,6.42,6.27,4.06,3164
35542,0.46,Ideal,I,VS1,62.2,54.0,4.95,4.99,3.09,906
40001,0.41,Ideal,F,VS2,62.3,57.0,4.78,4.75,2.97,1107
31652,0.35,Premium,E,VS2,60.7,60.0,4.55,4.58,2.77,767
28032,0.3,Very Good,E,VS2,62.8,56.0,4.28,4.32,2.7,658
26677,0.29,Very Good,G,VS1,62.1,59.0,4.22,4.25,2.63,426
53430,0.7,Ideal,F,SI1,61.1,56.0,5.74,5.78,3.52,2671
40268,0.33,Very Good,G,SI1,61.1,59.0,4.42,4.45,2.71,492
53747,0.7,Very Good,D,SI1,61.1,61.0,5.67,5.76,3.49,2724
24047,0.38,Premium,I,VS2,60.2,58.0,4.69,4.75,2.84,633
18622,1.09,Very Good,F,VS1,62.9,58.0,6.51,6.55,4.11,7598
27089,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,17221
35127,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82,888
45900,0.52,Ideal,D,SI1,62.4,56.0,5.17,5.12,3.21,1720
48725,0.52,Ideal,G,VVS2,61.5,56.0,5.2,5.18,3.19,2012
8562,1.04,Very Good,H,SI2,62.9,57.0,6.39,6.45,4.04,4435
39474,0.41,Ideal,E,VS1,62.1,55.0,4.77,4.8,2.97,1079
4106,0.78,Ideal,F,VS1,61.6,56.0,5.9,5.92,3.64,3537
20395,0.31,Very Good,G,VS1,62.8,58.0,4.27,4.3,2.69,625
2612,0.71,Ideal,D,VS2,61.4,57.0,5.73,5.77,3.53,3222
35943,0.3,Ideal,F,SI1,61.9,56.0,4.3,4.32,2.67,475
16462,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,6579
1043,0.61,Ideal,E,VVS2,62.4,53.6,5.42,5.45,3.39,2907
3380,0.31,Ideal,I,SI1,62.7,56.0,4.3,4.34,2.71,408
32834,0.42,Ideal,I,VS2,61.0,54.0,4.84,4.87,2.96,807
21898,2.06,Premium,F,I1,58.7,61.0,8.33,8.31,4.88,9967
2461,0.7,Ideal,G,VVS2,60.6,56.0,5.69,5.82,3.49,3191
41023,0.5,Very Good,G,SI1,64.1,57.0,5.04,5.07,3.24,1187
2930,0.83,Ideal,F,SI1,60.7,57.0,6.02,6.1,3.68,3290
1210,0.71,Very Good,H,VVS1,62.7,59.0,5.65,5.67,3.55,2938
42287,0.25,Good,E,VVS2,61.2,62.0,4.04,4.07,2.48,505
7391,0.33,Ideal,G,VS2,62.0,57.0,4.44,4.47,2.76,579
9171,1.0,Very Good,D,SI2,59.5,62.0,6.49,6.52,3.87,4543
23865,1.55,Very Good,F,SI1,63.1,56.0,7.4,7.38,4.66,11957
18743,1.34,Ideal,H,SI1,62.4,54.0,7.05,7.08,4.41,7659
19593,1.06,Very Good,E,VS1,59.6,60.0,6.68,6.75,4.0,8219
567,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2832
662,0.73,Ideal,H,VVS2,61.6,56.0,5.79,5.84,3.58,2846
38469,0.52,Fair,J,VS2,65.3,56.0,5.05,5.0,3.28,1030
11756,1.03,Premium,H,VS2,62.4,58.0,6.47,6.39,4.01,5078
6386,0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,576
3075,1.24,Ideal,I,SI2,62.5,57.0,6.89,6.84,4.29,3312
20241,1.24,Good,G,VS2,61.3,57.0,6.78,6.88,4.19,8672
6557,0.99,Premium,F,SI2,60.6,61.0,6.45,6.38,3.89,4075
123,0.7,Fair,F,VS2,64.5,57.0,5.57,5.53,3.58,2762
46866,0.53,Ideal,G,VS1,61.9,56.0,5.2,5.17,3.21,1813
7869,0.9,Very Good,G,VS2,63.1,56.0,6.14,6.04,3.84,4309
53451,0.7,Very Good,G,VS1,61.7,59.0,5.66,5.69,3.5,2676
23674,1.63,Premium,G,SI1,61.0,59.0,7.64,7.58,4.64,11721
26683,0.33,Ideal,E,SI2,62.2,54.0,4.44,4.46,2.77,427
15763,1.3,Very Good,I,SI1,62.3,58.0,6.93,6.96,4.33,6302
22670,2.38,Premium,J,SI2,60.6,59.0,8.66,8.63,5.24,10716
50149,0.71,Good,E,SI2,57.8,60.0,5.86,5.83,3.38,2215
37255,0.31,Ideal,H,IF,60.8,57.0,4.4,4.38,2.67,977
41372,0.51,Very Good,G,SI1,60.3,61.0,5.12,5.19,3.11,1220
2217,0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3145
44996,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,523
45225,0.54,Very Good,F,VS1,60.0,61.0,5.31,5.26,3.17,1657
17577,1.09,Ideal,G,VS1,60.5,57.0,6.69,6.73,4.06,7078
26779,2.01,Premium,I,VS2,60.5,60.0,8.15,8.17,4.94,16626
50851,0.7,Very Good,H,VS2,63.6,56.0,5.6,5.63,3.57,2312
51514,0.7,Ideal,D,SI2,61.6,56.0,5.73,5.69,3.52,2384
37542,0.39,Ideal,F,VVS2,61.6,55.0,4.71,4.74,2.91,988
34543,0.43,Very Good,E,VS2,62.2,58.0,4.81,4.87,3.01,869
2676,0.7,Very Good,D,VS1,61.5,55.0,5.7,5.74,3.52,3239
5524,1.01,Good,G,SI2,63.7,58.0,6.31,6.35,4.03,3852
18415,1.02,Premium,F,VS1,61.9,58.0,6.5,6.45,4.01,7485
27925,0.38,Ideal,G,SI1,60.4,58.0,4.7,4.74,2.85,658
53408,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,2669
50697,0.53,Ideal,F,VVS2,62.1,56.0,5.22,5.15,3.22,2290
38734,0.36,Ideal,E,VVS1,61.4,57.0,4.64,4.61,2.54,1043
33149,0.31,Premium,G,VVS1,61.2,59.0,4.32,4.34,2.65,816
35403,0.32,Ideal,F,VS1,61.3,56.0,4.44,4.4,2.71,900
24770,2.01,Premium,J,SI2,60.8,57.2,8.13,8.15,4.95,13133
507,0.7,Premium,E,VS2,60.7,62.0,5.72,5.68,3.46,2822
2268,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3154
9262,1.01,Very Good,E,SI2,63.2,59.0,6.38,6.34,4.02,4561
19139,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7903
49784,0.71,Ideal,F,SI2,59.9,59.0,5.79,5.83,3.48,2161
